year,team_abb,player,college,round,pick,official_key
2004,IND,David Harrison,Colorado,1,29,"David Harrison, 2004"
2004,ORL,Anderson Varejão,No US College,2,30,"Anderson Varejão, 2004"
2004,CHI,Jackson Vroman,Iowa State,2,31,"Jackson Vroman, 2004"
2004,WAS,Peter John Ramos,No US College,2,32,"Peter John Ramos, 2004"
2004,LAC,Lionel Chalmers,Xavier,2,33,"Lionel Chalmers, 2004"
2004,ATL,Donta Smith,Southeastern Illinois College,2,34,"Donta Smith, 2004"
2004,SEA,Andre Emmett,Texas Tech,2,35,"Andre Emmett, 2004"
2004,ORL,Antonio Burks,Memphis,2,36,"Antonio Burks, 2004"
2004,ATL,Royal Ivey,Texas,2,37,"Royal Ivey, 2004"
2004,CHI,Chris Duhon,Duke,2,38,"Chris Duhon, 2004"
2004,TOR,Albert Miralles,No US College,2,39,"Albert Miralles, 2004"
2004,BOS,Justin Reed,Ole Miss,2,40,"Justin Reed, 2004"
2004,SEA,David Young,NC Central,2,41,"David Young, 2004"
2004,ATL,Viktor Sanikidze,No US College,2,42,"Viktor Sanikidze, 2004"
2004,NYK,Trevor Ariza,UCLA,2,43,"Trevor Ariza, 2004"
2004,NOH,Tim Pickett,Florida State,2,44,"Tim Pickett, 2004"
2004,CHA,Bernard Robinson,Michigan,2,45,"Bernard Robinson, 2004"
2004,POR,Ha Seung-Jin,No US College,2,46,"Ha Seung-Jin, 2004"
2004,MIA,Pape Sow,Cal State Fullerton,2,47,"Pape Sow, 2004"
2004,SAC,Ricky Minard,Morehead State University,2,48,"Ricky Minard, 2004"
2004,MEM,Sergei Lishouk,No US College,2,49,"Sergei Lishouk, 2004"
2004,DAL,Vassilis Spanoulis,No US College,2,50,"Vassilis Spanoulis, 2004"
2004,NJN,Christian Drejer,Florida,2,51,"Christian Drejer, 2004"
2004,SAS,Romain Sato,Xavier,2,52,"Romain Sato, 2004"
2004,MIA,Matt Freije,Vanderbilt,2,53,"Matt Freije, 2004"
2004,DET,Rickey Paulding,Missouri,2,54,"Rickey Paulding, 2004"
2004,HOU,Luis Flores,Manhattan College,2,55,"Luis Flores, 2004"
2004,LAL,Marcus Douthit,Providence,2,56,"Marcus Douthit, 2004"
2004,SAS,Sergei Karaulov,No US College,2,57,"Sergei Karaulov, 2004"
2004,MIN,Blake Stepp,Gonzaga,2,58,"Blake Stepp, 2004"
2004,IND,Rashad Wright,Georgia,2,59,"Rashad Wright, 2004"
2005,MIL,Andrew Bogut,Utah,1,1,"Andrew Bogut, 2005"
2005,ATL,Marvin Williams,UNC,1,2,"Marvin Williams, 2005"
2005,UTA,Deron Williams,Illinois,1,3,"Deron Williams, 2005"
2005,NOH,Chris Paul,Wake Forest,1,4,"Chris Paul, 2005"
2005,CHA,Raymond Felton,UNC,1,5,"Raymond Felton, 2005"
2005,POR,Martell Webster,No US College,1,6,"Martell Webster, 2005"
2005,TOR,Charlie Villanueva,UConn,1,7,"Charlie Villanueva, 2005"
2005,NYK,Channing Frye,Arizona,1,8,"Channing Frye, 2005"
2005,GSW,Ike Diogu,Arizona State,1,9,"Ike Diogu, 2005"
2005,LAL,Andrew Bynum,No US College,1,10,"Andrew Bynum, 2005"
2005,ORL,Fran Vázquez,No US College,1,11,"Fran Vázquez, 2005"
2005,LAC,Yaroslav Korolev,No US College,1,12,"Yaroslav Korolev, 2005"
2005,CHA,Sean May,UNC,1,13,"Sean May, 2005"
2005,MIN,Rashad McCants,UNC,1,14,"Rashad McCants, 2005"
2005,NJN,Antoine Wright,Texas A&M,1,15,"Antoine Wright, 2005"
2005,TOR,Joey Graham,Oklahoma State,1,16,"Joey Graham, 2005"
2005,IND,Danny Granger,New Mexico,1,17,"Danny Granger, 2005"
2005,BOS,Gerald Green,No US College,1,18,"Gerald Green, 2005"
2005,MEM,Hakim Warrick,Syracuse,1,19,"Hakim Warrick, 2005"
2005,DEN,Julius Hodge,NC State,1,20,"Julius Hodge, 2005"
2005,PHO,Nate Robinson,Washington,1,21,"Nate Robinson, 2005"
2005,DEN,Jarrett Jack,Georgia Tech,1,22,"Jarrett Jack, 2005"
2005,SAC,Francisco García,Louisville,1,23,"Francisco García, 2005"
2005,HOU,Luther Head,Illinois,1,24,"Luther Head, 2005"
2005,SEA,Johan Petro,No US College,1,25,"Johan Petro, 2005"
2005,DET,Jason Maxiell,Cincinnati,1,26,"Jason Maxiell, 2005"
2005,POR,Linas Kleiza,Missouri,1,27,"Linas Kleiza, 2005"
2005,SAS,Ian Mahinmi,No US College,1,28,"Ian Mahinmi, 2005"
2005,MIA,Wayne Simien,Kansas,1,29,"Wayne Simien, 2005"
2005,NYK,David Lee,Florida,1,30,"David Lee, 2005"
2005,ATL,Salim Stoudamire,Arizona,2,31,"Salim Stoudamire, 2005"
2005,LAC,Daniel Ewing,Duke,2,32,"Daniel Ewing, 2005"
2005,NOH,Brandon Bass,LSU,2,33,"Brandon Bass, 2005"
2005,UTA,C.J. Miles,No US College,2,34,"C.J. Miles, 2005"
2005,POR,Ricky Sánchez,No US College,2,35,"Ricky Sánchez, 2005"
2005,MIL,Ersan İlyasova,No US College,2,36,"Ersan İlyasova, 2005"
2005,LAL,Ronny Turiaf,Gonzaga,2,37,"Ronny Turiaf, 2005"
2005,ORL,Travis Diener,Marquette,2,38,"Travis Diener, 2005"
2005,LAL,Von Wafer,Florida State,2,39,"Von Wafer, 2005"
2005,GSW,Monta Ellis,No US College,2,40,"Monta Ellis, 2005"
2005,TOR,Roko Ukić,No US College,2,41,"Roko Ukić, 2005"
2005,GSW,Chris Taft,Pitt,2,42,"Chris Taft, 2005"
2005,NJN,Mile Ilić,No US College,2,43,"Mile Ilić, 2005"
2005,ORL,Martynas Andriuškevičius,No US College,2,44,"Martynas Andriuškevičius, 2005"
2005,PHI,Lou Williams,No US College,2,45,"Lou Williams, 2005"
2005,IND,Erazem Lorbek,No US College,2,46,"Erazem Lorbek, 2005"
2005,MIN,Bracey Wright,Indiana,2,47,"Bracey Wright, 2005"
2005,SEA,Mickaël Gelabale,No US College,2,48,"Mickaël Gelabale, 2005"
2005,WAS,Andray Blatche,No US College,2,49,"Andray Blatche, 2005"
2005,BOS,Ryan Gomes,Providence,2,50,"Ryan Gomes, 2005"
2005,UTA,Robert Whaley,Walsh University,2,51,"Robert Whaley, 2005"
2005,DEN,Axel Hervelle,No US College,2,52,"Axel Hervelle, 2005"
2005,BOS,Orien Greene,Louisiana,2,53,"Orien Greene, 2005"
2005,NYK,Dijon Thompson,UCLA,2,54,"Dijon Thompson, 2005"
2005,SEA,Lawrence Roberts,Mississippi State,2,55,"Lawrence Roberts, 2005"
2005,DET,Amir Johnson,No US College,2,56,"Amir Johnson, 2005"
2005,PHO,Marcin Gortat,No US College,2,57,"Marcin Gortat, 2005"
2005,TOR,Uroš Slokar,No US College,2,58,"Uroš Slokar, 2005"
2005,ATL,Cenk Akyol,No US College,2,59,"Cenk Akyol, 2005"
2005,DET,Alex Acker,Pepperdine,2,60,"Alex Acker, 2005"
2006,TOR,Andrea Bargnani,No US College,1,1,"Andrea Bargnani, 2006"
2006,CHI,LaMarcus Aldridge,Texas,1,2,"LaMarcus Aldridge, 2006"
2006,CHA,Adam Morrison,Gonzaga,1,3,"Adam Morrison, 2006"
2006,POR,Tyrus Thomas,LSU,1,4,"Tyrus Thomas, 2006"
2006,ATL,Shelden Williams,Duke,1,5,"Shelden Williams, 2006"
2006,MIN,Brandon Roy,Washington,1,6,"Brandon Roy, 2006"
2006,BOS,Randy Foye,Villanova,1,7,"Randy Foye, 2006"
2006,HOU,Rudy Gay,UConn,1,8,"Rudy Gay, 2006"
2006,GSW,Patrick O'Bryant,Bradley,1,9,"Patrick O'Bryant, 2006"
2006,SEA,Mouhamed Sene,No US College,1,10,"Mouhamed Sene, 2006"
2006,ORL,J.J. Redick,Duke,1,11,"J.J. Redick, 2006"
2006,NOK,Hilton Armstrong,UConn,1,12,"Hilton Armstrong, 2006"
2006,PHI,Thabo Sefolosha,No US College,1,13,"Thabo Sefolosha, 2006"
2006,UTA,Ronnie Brewer,Arkansas,1,14,"Ronnie Brewer, 2006"
2006,NOK,Cedric Simmons,NC State,1,15,"Cedric Simmons, 2006"
2006,CHI,Rodney Carney,Memphis,1,16,"Rodney Carney, 2006"
2006,IND,Shawne Williams,Memphis,1,17,"Shawne Williams, 2006"
2006,WAS,Oleksiy Pecherov,No US College,1,18,"Oleksiy Pecherov, 2006"
2006,SAC,Quincy Douby,Rutgers University,1,19,"Quincy Douby, 2006"
2006,NYK,Renaldo Balkman,South Carolina,1,20,"Renaldo Balkman, 2006"
2006,PHO,Rajon Rondo,Kentucky,1,21,"Rajon Rondo, 2006"
2006,NJN,Marcus Williams,UConn,1,22,"Marcus Williams, 2006"
2006,NJN,Josh Boone,UConn,1,23,"Josh Boone, 2006"
2006,MEM,Kyle Lowry,Villanova,1,24,"Kyle Lowry, 2006"
2006,CLE,Shannon Brown,Michigan State,1,25,"Shannon Brown, 2006"
2006,LAL,Jordan Farmar,UCLA,1,26,"Jordan Farmar, 2006"
2006,PHO,Sergio Rodríguez,No US College,1,27,"Sergio Rodríguez, 2006"
2006,DAL,Maurice Ager,Michigan State,1,28,"Maurice Ager, 2006"
2006,NYK,Mardy Collins,Temple,1,29,"Mardy Collins, 2006"
2006,POR,Joel Freeland,No US College,1,30,"Joel Freeland, 2006"
2006,POR,James White,Cincinnati,2,31,"James White, 2006"
2006,HOU,Steve Novak,Marquette,2,32,"Steve Novak, 2006"
2006,ATL,Solomon Jones,South Florida,2,33,"Solomon Jones, 2006"
2006,LAC,Paul Davis,Michigan State,2,34,"Paul Davis, 2006"
2006,TOR,P.J. Tucker,Texas,2,35,"P.J. Tucker, 2006"
2006,MIN,Craig Smith,Boston College,2,36,"Craig Smith, 2006"
2006,MIN,Bobby Jones,Washington,2,37,"Bobby Jones, 2006"
2006,GSW,Kosta Perović,No US College,2,38,"Kosta Perović, 2006"
2006,MIL,David Noel,UNC,2,39,"David Noel, 2006"
2006,SEA,Denham Brown,UConn,2,40,"Denham Brown, 2006"
2006,ORL,James Augustine,Illinois,2,41,"James Augustine, 2006"
2006,CLE,Daniel Gibson,Texas,2,42,"Daniel Gibson, 2006"
2006,NOK,Marcus Vinicius,No US College,2,43,"Marcus Vinicius, 2006"
2006,ORL,Lior Eliyahu,No US College,2,44,"Lior Eliyahu, 2006"
2006,IND,Alexander Johnson,Florida State,2,45,"Alexander Johnson, 2006"
2006,UTA,Dee Brown,Illinois,2,46,"Dee Brown, 2006"
2006,UTA,Paul Millsap,Louisiana Tech,2,47,"Paul Millsap, 2006"
2006,WAS,Vladimir Veremeenko,No US College,2,48,"Vladimir Veremeenko, 2006"
2006,DEN,Leon Powe,California,2,49,"Leon Powe, 2006"
2006,CHA,Ryan Hollins,UCLA,2,50,"Ryan Hollins, 2006"
2006,LAL,Cheikh Samb,No US College,2,51,"Cheikh Samb, 2006"
2006,LAC,Guillermo Díaz,Miami (FL),2,52,"Guillermo Díaz, 2006"
2006,SEA,Yotam Halperin,No US College,2,53,"Yotam Halperin, 2006"
2006,NJN,Hassan Adams,Arizona,2,54,"Hassan Adams, 2006"
2006,CLE,Ejike Ugboaja,No US College,2,55,"Ejike Ugboaja, 2006"
2006,TOR,Edin Bavčić,No US College,2,56,"Edin Bavčić, 2006"
2006,MIN,Loukas Mavrokefalidis,No US College,2,57,"Loukas Mavrokefalidis, 2006"
2006,DAL,J.R. Pinnock,George Washington,2,58,"J.R. Pinnock, 2006"
2006,SAS,Damir Markota,No US College,2,59,"Damir Markota, 2006"
2006,DET,Will Blalock,Iowa State,2,60,"Will Blalock, 2006"
2007,POR,Greg Oden,Ohio State,1,1,"Greg Oden, 2007"
2007,SEA,Kevin Durant,Texas,1,2,"Kevin Durant, 2007"
2007,ATL,Al Horford,Florida,1,3,"Al Horford, 2007"
2007,MEM,Mike Conley,Ohio State,1,4,"Mike Conley, 2007"
2007,BOS,Jeff Green,Georgetown,1,5,"Jeff Green, 2007"
2007,MIL,Yi Jianlian,No US College,1,6,"Yi Jianlian, 2007"
2007,MIN,Corey Brewer,Florida,1,7,"Corey Brewer, 2007"
2007,CHA,Brandan Wright,UNC,1,8,"Brandan Wright, 2007"
2007,CHI,Joakim Noah,Florida,1,9,"Joakim Noah, 2007"
2007,SAC,Spencer Hawes,Washington,1,10,"Spencer Hawes, 2007"
2007,ATL,Acie Law,Texas A&M,1,11,"Acie Law, 2007"
2007,PHI,Thaddeus Young,Georgia Tech,1,12,"Thaddeus Young, 2007"
2007,NOK,Julian Wright,Kansas,1,13,"Julian Wright, 2007"
2007,LAC,Al Thornton,Florida State,1,14,"Al Thornton, 2007"
2007,DET,Rodney Stuckey,Eastern Washington,1,15,"Rodney Stuckey, 2007"
2007,WAS,Nick Young,USC,1,16,"Nick Young, 2007"
2007,NJN,Sean Williams,Boston College,1,17,"Sean Williams, 2007"
2007,GSW,Marco Belinelli,No US College,1,18,"Marco Belinelli, 2007"
2007,LAL,Javaris Crittenton,Georgia Tech,1,19,"Javaris Crittenton, 2007"
2007,MIA,Jason Smith,Colorado State,1,20,"Jason Smith, 2007"
2007,PHI,Daequan Cook,Ohio State,1,21,"Daequan Cook, 2007"
2007,CHA,Jared Dudley,Boston College,1,22,"Jared Dudley, 2007"
2007,NYK,Wilson Chandler,DePaul,1,23,"Wilson Chandler, 2007"
2007,PHO,Rudy Fernández,No US College,1,24,"Rudy Fernández, 2007"
2007,UTA,Morris Almond,Rice University,1,25,"Morris Almond, 2007"
2007,HOU,Aaron Brooks,Oregon,1,26,"Aaron Brooks, 2007"
2007,DET,Arron Afflalo,UCLA,1,27,"Arron Afflalo, 2007"
2007,SAS,Tiago Splitter,No US College,1,28,"Tiago Splitter, 2007"
2007,PHO,Alando Tucker,Wisconsin,1,29,"Alando Tucker, 2007"
2007,PHI,Petteri Koponen,No US College,1,30,"Petteri Koponen, 2007"
2007,SEA,Carl Landry,Purdue,2,31,"Carl Landry, 2007"
2007,BOS,Gabe Pruitt,USC,2,32,"Gabe Pruitt, 2007"
2007,SAS,Marcus Williams,Arizona,2,33,"Marcus Williams, 2007"
2007,DAL,Nick Fazekas,Nevada,2,34,"Nick Fazekas, 2007"
2007,SEA,Glen Davis,LSU,2,35,"Glen Davis, 2007"
2007,GSW,Jermareo Davidson,Alabama,2,36,"Jermareo Davidson, 2007"
2007,POR,Josh McRoberts,Duke,2,37,"Josh McRoberts, 2007"
2007,PHI,Kyrylo Fesenko,No US College,2,38,"Kyrylo Fesenko, 2007"
2007,MIA,Stanko Barać,No US College,2,39,"Stanko Barać, 2007"
2007,LAL,Sun Yue,No US College,2,40,"Sun Yue, 2007"
2007,MIN,Chris Richard,Florida,2,41,"Chris Richard, 2007"
2007,POR,Derrick Byars,Vanderbilt,2,42,"Derrick Byars, 2007"
2007,NOK,Adam Haluska,Iowa,2,43,"Adam Haluska, 2007"
2007,ORL,Reyshawn Terry,UNC,2,44,"Reyshawn Terry, 2007"
2007,LAC,Jared Jordan,Marist College,2,45,"Jared Jordan, 2007"
2007,GSW,Stéphane Lasme,UMass,2,46,"Stéphane Lasme, 2007"
2007,WAS,Dominic McGuire,Fresno State,2,47,"Dominic McGuire, 2007"
2007,LAL,Marc Gasol,No US College,2,48,"Marc Gasol, 2007"
2007,CHI,Aaron Gray,Pitt,2,49,"Aaron Gray, 2007"
2007,DAL,Renaldas Seibutis,No US College,2,50,"Renaldas Seibutis, 2007"
2007,CHI,JamesOn Curry,Oklahoma State,2,51,"JamesOn Curry, 2007"
2007,POR,Taurean Green,Florida,2,52,"Taurean Green, 2007"
2007,POR,Demetris Nichols,Syracuse,2,53,"Demetris Nichols, 2007"
2007,HOU,Brad Newley,No US College,2,54,"Brad Newley, 2007"
2007,UTA,Herbert Hill,Providence,2,55,"Herbert Hill, 2007"
2007,MIL,Ramon Sessions,Nevada,2,56,"Ramon Sessions, 2007"
2007,DET,Sammy Mejia,DePaul,2,57,"Sammy Mejia, 2007"
2007,SAS,Georgios Printezis,No US College,2,58,"Georgios Printezis, 2007"
2007,PHO,D.J. Strawberry,Maryland,2,59,"D.J. Strawberry, 2007"
2007,DAL,Milovan Raković,No US College,2,60,"Milovan Raković, 2007"
2008,CHI,Derrick Rose,Memphis,1,1,"Derrick Rose, 2008"
2008,MIA,Michael Beasley,Kansas State,1,2,"Michael Beasley, 2008"
2008,MIN,O.J. Mayo,USC,1,3,"O.J. Mayo, 2008"
2008,SEA,Russell Westbrook,UCLA,1,4,"Russell Westbrook, 2008"
2008,MEM,Kevin Love,UCLA,1,5,"Kevin Love, 2008"
2008,NYK,Danilo Gallinari,No US College,1,6,"Danilo Gallinari, 2008"
2008,LAC,Eric Gordon,Indiana,1,7,"Eric Gordon, 2008"
2008,MIL,Joe Alexander,West Virginia,1,8,"Joe Alexander, 2008"
2008,CHA,D.J. Augustin,Texas,1,9,"D.J. Augustin, 2008"
2008,NJN,Brook Lopez,Stanford,1,10,"Brook Lopez, 2008"
2008,IND,Jerryd Bayless,Arizona,1,11,"Jerryd Bayless, 2008"
2008,SAC,Jason Thompson,Rider University,1,12,"Jason Thompson, 2008"
2008,POR,Brandon Rush,Kansas,1,13,"Brandon Rush, 2008"
2008,GSW,Anthony Randolph,LSU,1,14,"Anthony Randolph, 2008"
2008,PHO,Robin Lopez,Stanford,1,15,"Robin Lopez, 2008"
2008,PHI,Marreese Speights,Florida,1,16,"Marreese Speights, 2008"
2008,TOR,Roy Hibbert,Georgetown,1,17,"Roy Hibbert, 2008"
2008,WAS,JaVale McGee,Nevada,1,18,"JaVale McGee, 2008"
2008,CLE,J.J. Hickson,NC State,1,19,"J.J. Hickson, 2008"
2008,CHA,Alexis Ajinça,No US College,1,20,"Alexis Ajinça, 2008"
2008,NJN,Ryan Anderson,California,1,21,"Ryan Anderson, 2008"
2008,ORL,Courtney Lee,Western Kentucky,1,22,"Courtney Lee, 2008"
2008,UTA,Kosta Koufos,Ohio State,1,23,"Kosta Koufos, 2008"
2008,SEA,Serge Ibaka,No US College,1,24,"Serge Ibaka, 2008"
2008,HOU,Nicolas Batum,No US College,1,25,"Nicolas Batum, 2008"
2008,SAS,George Hill,IUPUI,1,26,"George Hill, 2008"
2008,NOH,Darrell Arthur,Kansas,1,27,"Darrell Arthur, 2008"
2008,MEM,Donté Greene,Syracuse,1,28,"Donté Greene, 2008"
2008,DET,D.J. White,Indiana,1,29,"D.J. White, 2008"
2008,BOS,J.R. Giddens,New Mexico,1,30,"J.R. Giddens, 2008"
2008,MIN,Nikola Peković,No US College,2,31,"Nikola Peković, 2008"
2008,SEA,Walter Sharpe,UAB,2,32,"Walter Sharpe, 2008"
2008,POR,Joey Dorsey,Memphis,2,33,"Joey Dorsey, 2008"
2008,MIN,Mario Chalmers,Kansas,2,34,"Mario Chalmers, 2008"
2008,LAC,DeAndre Jordan,Texas A&M,2,35,"DeAndre Jordan, 2008"
2008,POR,Ömer Aşık,No US College,2,36,"Ömer Aşık, 2008"
2008,MIL,Luc Mbah a Moute,UCLA,2,37,"Luc Mbah a Moute, 2008"
2008,CHA,Kyle Weaver,Washington State,2,38,"Kyle Weaver, 2008"
2008,CHI,Sonny Weems,Arkansas,2,39,"Sonny Weems, 2008"
2008,NJN,Chris Douglas-Roberts,Memphis,2,40,"Chris Douglas-Roberts, 2008"
2008,IND,Nathan Jawai,No US College,2,41,"Nathan Jawai, 2008"
2008,SAC,Sean Singletary,Virginia,2,42,"Sean Singletary, 2008"
2008,SAC,Patrick Ewing,Georgetown,2,43,"Patrick Ewing, 2008"
2008,UTA,Ante Tomić,No US College,2,44,"Ante Tomić, 2008"
2008,SAS,Goran Dragić,No US College,2,45,"Goran Dragić, 2008"
2008,SEA,Trent Plaisted,Brigham Young University Hawaii,2,46,"Trent Plaisted, 2008"
2008,WAS,Henry Walker,Kansas State,2,47,"Henry Walker, 2008"
2008,PHO,Malik Hairston,Oregon,2,48,"Malik Hairston, 2008"
2008,GSW,Richard Hendrix,Alabama,2,49,"Richard Hendrix, 2008"
2008,SEA,DeVon Hardin,California,2,50,"DeVon Hardin, 2008"
2008,DAL,Shan Foster,Vanderbilt,2,51,"Shan Foster, 2008"
2008,MIA,Darnell Jackson,Kansas,2,52,"Darnell Jackson, 2008"
2008,UTA,Tadija Dragićević,No US College,2,53,"Tadija Dragićević, 2008"
2008,HOU,Maarty Leunen,Oregon,2,54,"Maarty Leunen, 2008"
2008,POR,Mike Taylor,Iowa State,2,55,"Mike Taylor, 2008"
2008,SEA,Sasha Kaun,Kansas,2,56,"Sasha Kaun, 2008"
2008,SAS,James Gist,Maryland,2,57,"James Gist, 2008"
2008,LAL,Joe Crawford,Kentucky,2,58,"Joe Crawford, 2008"
2008,DET,Deron Washington,Virginia Tech,2,59,"Deron Washington, 2008"
2008,BOS,Semih Erden,No US College,2,60,"Semih Erden, 2008"
2009,LAC,Blake Griffin,Oklahoma,1,1,"Blake Griffin, 2009"
2009,MEM,Hasheem Thabeet,UConn,1,2,"Hasheem Thabeet, 2009"
2009,OKC,James Harden,Arizona State,1,3,"James Harden, 2009"
2009,SAC,Tyreke Evans,Memphis,1,4,"Tyreke Evans, 2009"
2009,MIN,Ricky Rubio,No US College,1,5,"Ricky Rubio, 2009"
2009,MIN,Jonny Flynn,Syracuse,1,6,"Jonny Flynn, 2009"
2009,GSW,Stephen Curry,Davidson,1,7,"Stephen Curry, 2009"
2009,NYK,Jordan Hill,Arizona,1,8,"Jordan Hill, 2009"
2009,TOR,DeMar DeRozan,USC,1,9,"DeMar DeRozan, 2009"
2009,MIL,Brandon Jennings,No US College,1,10,"Brandon Jennings, 2009"
2009,NJN,Terrence Williams,Louisville,1,11,"Terrence Williams, 2009"
2009,CHA,Gerald Henderson,Duke,1,12,"Gerald Henderson, 2009"
2009,IND,Tyler Hansbrough,UNC,1,13,"Tyler Hansbrough, 2009"
2009,PHO,Earl Clark,Louisville,1,14,"Earl Clark, 2009"
2009,DET,Austin Daye,Gonzaga,1,15,"Austin Daye, 2009"
2009,CHI,James Johnson,Wake Forest,1,16,"James Johnson, 2009"
2009,PHI,Jrue Holiday,UCLA,1,17,"Jrue Holiday, 2009"
2009,MIN,Ty Lawson,UNC,1,18,"Ty Lawson, 2009"
2009,ATL,Jeff Teague,Wake Forest,1,19,"Jeff Teague, 2009"
2009,UTA,Eric Maynor,VCU,1,20,"Eric Maynor, 2009"
2009,NOH,Darren Collison,UCLA,1,21,"Darren Collison, 2009"
2009,POR,Victor Claver,No US College,1,22,"Victor Claver, 2009"
2009,SAC,Omri Casspi,No US College,1,23,"Omri Casspi, 2009"
2009,DAL,Byron Mullens,Ohio State,1,24,"Byron Mullens, 2009"
2009,OKC,Rodrigue Beaubois,No US College,1,25,"Rodrigue Beaubois, 2009"
2009,CHI,Taj Gibson,USC,1,26,"Taj Gibson, 2009"
2009,MEM,DeMarre Carroll,Missouri,1,27,"DeMarre Carroll, 2009"
2009,MIN,Wayne Ellington,UNC,1,28,"Wayne Ellington, 2009"
2009,LAL,Toney Douglas,Florida State,1,29,"Toney Douglas, 2009"
2009,CLE,Christian Eyenga,No US College,1,30,"Christian Eyenga, 2009"
2009,SAC,Jeff Ayres,Arizona State,2,31,"Jeff Ayres, 2009"
2009,WAS,Jermaine Taylor,Central Florida,2,32,"Jermaine Taylor, 2009"
2009,POR,Dante Cunningham,Villanova,2,33,"Dante Cunningham, 2009"
2009,DEN,Sergio Llull,No US College,2,34,"Sergio Llull, 2009"
2009,DET,DaJuan Summers,Georgetown,2,35,"DaJuan Summers, 2009"
2009,MEM,Sam Young,Pitt,2,36,"Sam Young, 2009"
2009,SAS,DeJuan Blair,Pitt,2,37,"DeJuan Blair, 2009"
2009,POR,Jon Brockman,Washington,2,38,"Jon Brockman, 2009"
2009,DET,Jonas Jerebko,No US College,2,39,"Jonas Jerebko, 2009"
2009,CHA,Derrick Brown,Xavier,2,40,"Derrick Brown, 2009"
2009,MIL,Jodie Meeks,Kentucky,2,41,"Jodie Meeks, 2009"
2009,LAL,Patrick Beverley,Arkansas,2,42,"Patrick Beverley, 2009"
2009,MIA,Marcus Thornton,LSU,2,43,"Marcus Thornton, 2009"
2009,DET,Chase Budinger,Arizona,2,44,"Chase Budinger, 2009"
2009,MIN,Nick Calathes,Florida,2,45,"Nick Calathes, 2009"
2009,CLE,Danny Green,UNC,2,46,"Danny Green, 2009"
2009,MIN,Henk Norel,No US College,2,47,"Henk Norel, 2009"
2009,PHO,Taylor Griffin,Oklahoma,2,48,"Taylor Griffin, 2009"
2009,ATL,Sergiy Gladyr,No US College,2,49,"Sergiy Gladyr, 2009"
2009,UTA,Goran Suton,Michigan State,2,50,"Goran Suton, 2009"
2009,SAS,Jack McClinton,Miami (FL),2,51,"Jack McClinton, 2009"
2009,IND,A.J. Price,UConn,2,52,"A.J. Price, 2009"
2009,SAS,Nando De Colo,No US College,2,53,"Nando De Colo, 2009"
2009,CHA,Robert Vaden,UAB,2,54,"Robert Vaden, 2009"
2009,POR,Patty Mills,Saint Mary's,2,55,"Patty Mills, 2009"
2009,DAL,Ahmad Nivins,Saint Joseph's,2,56,"Ahmad Nivins, 2009"
2009,PHO,Emir Preldžić,No US College,2,57,"Emir Preldžić, 2009"
2009,BOS,Lester Hudson,University of Tennessee at Martin,2,58,"Lester Hudson, 2009"
2009,LAL,Chinemelu Elonu,Texas A&M,2,59,"Chinemelu Elonu, 2009"
2009,MIA,Robert Dozier,Memphis,2,60,"Robert Dozier, 2009"
2010,WAS,John Wall,Kentucky,1,1,"John Wall, 2010"
2010,PHI,Evan Turner,Ohio State,1,2,"Evan Turner, 2010"
